atom_id,label,lift,local_freq,global_freq,n_with_report,top3_by_lift,freq_pct
942,Left bundle branch block,13.75,0.4,0.0291,20.0,"Left bundle branch block(lift 13.7,n8) | Sinus tachycardia(lift 4.8,n5) | IV conduction defect(lift 4.7,n3)",1.802921122200904
943,Anterolateral T wave changes are nonspecific,48.23,0.25,0.0052,18.0,"Anterolateral T wave changes are nonspecific(lift 48.2,n5) | Anterior T wave changes are nonspecific(lift 7.1,n3)",5.290893523408351
944,Anterolateral infarct - age undetermined,113.97,0.15,0.0013,20.0,"Anterolateral infarct - age undetermined(lift 114.0,n3) | Possible anteroseptal infarct - age undetermined(lift 8.6,n3) | Leftward axis(lift 4.8,n4)",3.024367683913829
945,Atrial fibrillation with rapid ventricular response,30.67,0.35,0.0114,20.0,"Atrial fibrillation with rapid ventricular response(lift 30.7,n7) | Atrial fibrillation with rapid ventricular response.(lift 26.4,n4) | Lateral ST-T changes may be due to hypertrophy and/or ischemia(lift 22.4,n4)",6.435718437318367
946,Low QRS voltages in limb leads,10.17,0.25,0.0246,20.0,"Low QRS voltages in limb leads(lift 10.2,n5) | Sinus bradycardia(lift 2.0,n3)",7.445424262688507
947,Sinus rhythm with bigeminal PVCs.,809.75,0.25,0.0003,20.0,"Sinus rhythm with bigeminal PVCs.(lift 809.8,n5) | Sinus rhythm with bigeminal PVCs(lift 410.3,n6) | Sinus rhythm with frequent PVCs(lift 95.3,n3)",0.6780953333291668
948,Inferior/lateral ST-T changes may be due to hypertrophy and/or ischemia,19.08,0.15,0.0079,20.0,"Inferior/lateral ST-T changes may be due to hypertrophy and/or ischemia(lift 19.1,n3) | Lateral ST-T changes may be due to hypertrophy and/or ischemia(lift 16.8,n3) | LVH with secondary repolarization abnormality(lift 16.3,n6)",5.301768047647915
949,NO_SPECIFIC_DX,0.0,0.0,0.0,2.0,,0.0734967845156774
950,Probable sinus tachycardia,489.32,0.6,0.0012,20.0,"Probable sinus tachycardia(lift 489.3,n12) | Probable sinus tachycardia.(lift 194.9,n4) | Inferior/lateral ST-T changes are nonspecific(lift 8.7,n3)",0.1771172511202635
951,Severe right axis deviation,96.9,0.25,0.0026,20.0,"Severe right axis deviation(lift 96.9,n5) | Lateral infarct - age undetermined(lift 33.3,n3) | Extensive infarct - age undetermined(lift 24.8,n3)",1.5955551944602424
952,NO_SPECIFIC_DX,0.0,0.0,0.0,2.0,,0.0003749835944677
953,NO_SPECIFIC_DX,0.0,0.0,0.0,8.0,,0.0009999562519139
954,Sinus bradycardia,2.66,0.2,0.0751,20.0,"Sinus bradycardia(lift 2.7,n4)",0.0093745898616935
955,NO_SPECIFIC_DX,0.0,0.0,0.0,8.0,,0.0009999562519139
956,NO_SPECIFIC_DX,0.0,0.0,0.0,4.0,,7.460173617404238
957,Probable ventricular tachycardia,2051.37,0.2,0.0001,20.0,"Probable ventricular tachycardia(lift 2051.4,n4) | Anteroseptal ST elevation, CONSIDER ACUTE INFARCT(lift 70.6,n3) | *** CONSIDER ACUTE ST ELEVATION MI ***(lift 18.3,n4)",0.2788627997525108
958,NO_SPECIFIC_DX,0.0,0.0,0.0,8.0,,7.060941083827583
959,NO_SPECIFIC_DX,0.0,0.0,0.0,9.0,,10.150680907710289
960,Atrial fibrillation.,13.67,0.15,0.011,19.0,"Atrial fibrillation.(lift 13.7,n3) | Possible septal infarct - age undetermined(lift 13.5,n4)",0.3538595186460592
961,SINUS TACHYCARDIA,129.46,0.15,0.0012,19.0,"SINUS TACHYCARDIA(lift 129.5,n3) | Summary: ABNORMAL(lift 86.6,n3) | Short PR interval(lift 10.8,n3)",0.8879611516996131
962,Prolonged QT interval,5.4,0.25,0.0463,17.0,"Prolonged QT interval(lift 5.4,n5)",0.0721218446692957
963,Lateral ST-T changes are probably due to ventricular hypertrophy,19.8,0.15,0.0076,18.0,"Lateral ST-T changes are probably due to ventricular hypertrophy(lift 19.8,n3) | Sinus rhythm with borderline 1st degree A-V block(lift 16.4,n5) | Sinus rhythm with 1st degree A-V block(lift 10.4,n3)",2.0347859781134576
964,NO_SPECIFIC_DX,0.0,0.0,0.0,3.0,,0.0003749835944677
965,NO_SPECIFIC_DX,0.0,0.0,0.0,2.0,,0.0002499890629784
966,Demand pacing.,139.8,0.35,0.0025,18.0,"Demand pacing.(lift 139.8,n7) | Undetermined rhythm(lift 76.5,n3) | Demand pacing(lift 44.2,n5)",0.2048660371108764
967,Sinus rhythm with PAC(s),14.54,0.15,0.0103,20.0,"Sinus rhythm with PAC(s)(lift 14.5,n3) | IV conduction defect(lift 4.7,n3) | Left axis deviation(lift 1.6,n3)",0.0042498140706344
968,RBBB with left anterior fascicular block,26.63,0.7,0.0263,20.0,"RBBB with left anterior fascicular block(lift 26.6,n14) | Possible left ventricular hypertrophy(lift 10.1,n3) | Lateral ST-T changes may be due to myocardial ischemia(lift 8.2,n3)",0.1746173604904785
969,NO_SPECIFIC_DX,0.0,0.0,0.0,1.0,,0.0001249945314892
970,Possible anterior infarct - age undetermined,3.49,0.15,0.0429,10.0,"Possible anterior infarct - age undetermined(lift 3.5,n3) | Poor R wave progression - probable normal variant(lift 3.2,n3)",13.978638434568488
971,Anteroseptal infarct - age undetermined,21.33,0.2,0.0094,20.0,"Anteroseptal infarct - age undetermined(lift 21.3,n4) | Possible left atrial abnormality(lift 8.0,n3) | Left axis deviation(lift 5.8,n11)",7.857406238477067
972,Sinus bradycardia.,10.16,0.15,0.0148,20.0,"Sinus bradycardia.(lift 10.2,n3) | Prolonged QT interval(lift 6.5,n6) | Sinus bradycardia(lift 5.3,n8)",1.4200628722493391
973,NO_SPECIFIC_DX,0.0,0.0,0.0,14.0,,0.0019999125038279
974,Possible septal infarct - age undetermined,10.11,0.15,0.0148,19.0,"Possible septal infarct - age undetermined(lift 10.1,n3) | Possible anterior infarct - age undetermined(lift 4.7,n4) | Low QRS voltages in precordial leads(lift 3.0,n3)",0.4444805539757636
975,NO_SPECIFIC_DX,0.0,0.0,0.0,10.0,,1.0385795621441565
976,Probable junctional rhythm.,603.04,0.15,0.0002,20.0,"Probable junctional rhythm.(lift 603.0,n3) | Undetermined rhythm(lift 76.5,n3) | Right axis deviation(lift 26.0,n4)",1.8200453730149304
977,NO_SPECIFIC_DX,0.0,0.0,0.0,10.0,,8.948608498378196
978,NO_SPECIFIC_DX,0.0,0.0,0.0,2.0,,0.0003749835944677
979,NO_SPECIFIC_DX,0.0,0.0,0.0,7.0,,0.0012499453148924
980,Anterior T wave changes are nonspecific,7.13,0.15,0.021,16.0,"Anterior T wave changes are nonspecific(lift 7.1,n3) | Prolonged QT interval(lift 4.3,n4) | Inferior infarct - age undetermined(lift 2.9,n3)",0.0034998468816989
981,Possible left anterior fascicular block,25.8,0.35,0.0136,20.0,"Possible left anterior fascicular block(lift 25.8,n7) | Sinus bradycardia with borderline 1st degree A-V block(lift 24.9,n3) | Prolonged QT interval(lift 7.6,n7)",11.30300549350966
982,Possible inferior infarct - age undetermined,3.91,0.15,0.0383,9.0,"Possible inferior infarct - age undetermined(lift 3.9,n3)",8.752867062066034
983,Extensive ST-T changes are nonspecific,15.22,0.15,0.0099,20.0,"Extensive ST-T changes are nonspecific(lift 15.2,n3) | Prolonged QT interval(lift 11.9,n11)",3.699088164892786
984,NO_SPECIFIC_DX,0.0,0.0,0.0,1.0,,0.0001249945314892
985,Inferior/lateral ST-T changes may be due to myocardial ischemia,15.71,0.2,0.0127,20.0,"Inferior/lateral ST-T changes may be due to myocardial ischemia(lift 15.7,n4) | Possible left anterior fascicular block(lift 11.1,n3) | Possible anterior infarct - age undetermined(lift 9.3,n8)",1.0307049066603335
986,Short PR interval,17.96,0.25,0.0139,20.0,"Short PR interval(lift 18.0,n5) | Sinus tachycardia(lift 13.3,n14) | ST junctional depression is nonspecific(lift 11.9,n3)",4.641296943258732
987,NO_SPECIFIC_DX,0.0,0.0,0.0,4.0,,0.0004999781259569
988,Incomplete RBBB,33.3,0.25,0.0075,20.0,"Incomplete RBBB(lift 33.3,n5) | rSr'(V1) - probable normal variant(lift 27.9,n12) | Sinus bradycardia(lift 10.0,n15)",4.508552750817152
989,Prolonged QT interval,9.72,0.45,0.0463,20.0,"Prolonged QT interval(lift 9.7,n9) | Sinus bradycardia(lift 6.7,n10)",2.4106445343016243
990,Atrial pacing,85.27,0.4,0.0047,20.0,"Atrial pacing(lift 85.3,n8) | Pacemaker rhythm - no further analysis(lift 8.4,n3) | Prolonged QT interval(lift 3.2,n3)",0.1022455267582043
991,Ventricular pacing.,83.03,0.2,0.0024,20.0,"Ventricular pacing.(lift 83.0,n4) | A-V sequential pacemaker(lift 58.6,n3) | Pacemaker rhythm - no further analysis(lift 39.4,n14)",0.8795865180898336
992,Extensive infarct - age undetermined,49.61,0.3,0.006,20.0,"Extensive infarct - age undetermined(lift 49.6,n6) | Atrial pacing(lift 32.0,n3) | Ventricular pacing(lift 24.4,n4)",2.462517264869662
993,rSr'(V1) - probable normal variant,13.97,0.3,0.0215,15.0,"rSr'(V1) - probable normal variant(lift 14.0,n6) | Anterior T wave changes are nonspecific(lift 7.1,n3)",0.0089996062672258
994,Prolonged QT interval,14.04,0.65,0.0463,20.0,"Prolonged QT interval(lift 14.0,n13) | Sinus bradycardia.(lift 10.2,n3) | Possible anterior infarct - age undetermined(lift 4.7,n4)",0.7498421944039948
995,Ventricular pacing.,103.79,0.25,0.0024,20.0,"Ventricular pacing.(lift 103.8,n5) | Ventricular pacing(lift 42.7,n7) | Pacemaker rhythm - no further analysis(lift 42.2,n15)",0.8812114469991937
996,NO_SPECIFIC_DX,0.0,0.0,0.0,2.0,,0.0002499890629784
997,Sinus tachycardia.,17.29,0.3,0.0173,20.0,"Sinus tachycardia.(lift 17.3,n6) | Sinus tachycardia(lift 7.6,n8) | Low QRS voltages in precordial leads(lift 7.0,n7)",2.064784665670877
998,Probable left ventricular hypertrophy,39.0,0.15,0.0038,18.0,"Probable left ventricular hypertrophy(lift 39.0,n3) | Left ventricular hypertrophy(lift 3.9,n3) | Sinus bradycardia(lift 2.7,n4)",0.103120488478629
999,RBBB with left anterior fascicular block,15.22,0.4,0.0263,20.0,"RBBB with left anterior fascicular block(lift 15.2,n8) | Left axis deviation(lift 5.3,n10) | IV conduction defect(lift 4.7,n3)",0.0043748086021236
1000,NO_SPECIFIC_DX,0.0,0.0,0.0,6.0,,8.146893573406164
1001,Extensive infarct - age undetermined,99.22,0.6,0.006,20.0,"Extensive infarct - age undetermined(lift 99.2,n12) | Possible extensive infarct - age undetermined(lift 79.4,n3) | IV conduction defect(lift 9.3,n6)",2.415394326498216
1002,All 12 leads are missing,1581.99,0.35,0.0002,8.0,"All 12 leads are missing(lift 1582.0,n7)",0.0714968720118494
1003,Prolonged QT interval,7.56,0.35,0.0463,20.0,"Prolonged QT interval(lift 7.6,n7) | Possible inferior infarct - age undetermined(lift 5.2,n4) | Sinus bradycardia(lift 4.0,n6)",3.801208697119501
1004,Prolonged QT interval,7.2,0.333,0.0463,9.0,"Prolonged QT interval(lift 7.2,n3)",0.0011249507834032
1005,Atrial fibrillation with slow ventricular response.,70.88,0.15,0.0021,20.0,"Atrial fibrillation with slow ventricular response.(lift 70.9,n3) | Atrial fibrillation with slow ventricular response(lift 44.3,n5) | IV conduction defect(lift 12.4,n8)",1.819170411294506
1006,Atrial flutter with 4:1 A-V block,444.46,0.15,0.0003,19.0,"Atrial flutter with 4:1 A-V block(lift 444.5,n3) | Possible atrial flutter(lift 84.8,n5) | Inferior T wave changes are nonspecific(lift 4.1,n3)",2.8812489453586405
1007,NO_SPECIFIC_DX,0.0,0.0,0.0,7.0,,10.518414819351651
1008,Lateral T wave changes are nonspecific,7.39,0.2,0.0271,19.0,"Lateral T wave changes are nonspecific(lift 7.4,n4) | Sinus bradycardia(lift 2.7,n4)",4.770291299755636
1009,Atrial fibrillation.,31.91,0.35,0.011,20.0,"Atrial fibrillation.(lift 31.9,n7) | Right axis deviation(lift 19.5,n3) | RBBB with left anterior fascicular block(lift 19.0,n10)",0.6272225590130431
1010,Sinus rhythm with bigeminal PVCs,478.65,0.35,0.0007,20.0,"Sinus rhythm with bigeminal PVCs(lift 478.7,n7) | Sinus tachycardia with PVC(s)(lift 168.1,n3) | ST junctional depression is nonspecific(lift 11.9,n3)",1.0648284137568982
1011,Sinus rhythm with 1st degree A-V block.,35.29,0.167,0.0047,18.0,"Sinus rhythm with 1st degree A-V block.(lift 35.3,n3) | Prolonged QT interval(lift 3.6,n3)",0.0022499015668064
1012,Sinus bradycardia with borderline 1st degree A-V block,24.89,0.15,0.006,20.0,"Sinus bradycardia with borderline 1st degree A-V block(lift 24.9,n3) | Sinus bradycardia.(lift 10.2,n3) | Sinus bradycardia(lift 4.7,n7)",2.680257738723931
1013,A-V sequential pacemaker,78.13,0.2,0.0026,20.0,"A-V sequential pacemaker(lift 78.1,n4) | Ventricular pacing(lift 48.8,n8) | Pacemaker rhythm - no further analysis(lift 39.4,n14)",0.0077496609523333
1014,Prolonged QT interval,5.4,0.25,0.0463,16.0,"Prolonged QT interval(lift 5.4,n5) | Poor R wave progression - probable normal variant(lift 3.2,n3)",0.1614929346841075
1015,Demand pacing,44.17,0.25,0.0057,20.0,"Demand pacing(lift 44.2,n5) | Extensive ST-T changes may be due to hypertrophy and/or ischemia(lift 25.4,n5) | Inferior/lateral ST-T changes may be due to hypertrophy and/or ischemia(lift 19.1,n3)",2.3583968201391188
1016,Prolonged QT interval,3.24,0.15,0.0463,17.0,"Prolonged QT interval(lift 3.2,n3) | Left axis deviation(lift 1.6,n3)",0.0024998906297849
1017,NO_SPECIFIC_DX,0.0,0.0,0.0,15.0,,3.0464917159874254
1018,NO_SPECIFIC_DX,0.0,0.0,0.0,3.0,,0.0003749835944677
1019,NO_SPECIFIC_DX,0.0,0.0,0.0,18.0,,0.0306236602148655
1020,NO_SPECIFIC_DX,0.0,0.0,0.0,4.0,,0.0004999781259569
1021,Prolonged QT interval,4.05,0.188,0.0463,12.0,"Prolonged QT interval(lift 4.1,n3) | Sinus bradycardia(lift 2.5,n3)",0.0019999125038279
1022,Sinus bradycardia with 1st degree A-V block,40.01,0.25,0.0062,20.0,"Sinus bradycardia with 1st degree A-V block(lift 40.0,n5) | Prolonged QT interval(lift 11.9,n11) | IV conduction defect(lift 4.7,n3)",0.0802464892160968
1023,Ventricular-paced complexes,318.74,0.2,0.0006,20.0,"Ventricular-paced complexes(lift 318.7,n4) | Demand pacing(lift 79.5,n9) | Pacemaker rhythm - no further analysis(lift 22.5,n8)",0.019249157849344
1024,Possible anterior infarct - age undetermined,4.11,0.176,0.0429,15.0,"Possible anterior infarct - age undetermined(lift 4.1,n3) | Prolonged QT interval(lift 3.8,n3) | Left axis deviation(lift 1.9,n3)",0.0021249070353172
1025,Atrial pacing,31.98,0.15,0.0047,20.0,"Atrial pacing(lift 32.0,n3) | Sinus bradycardia(lift 6.7,n10) | Leftward axis(lift 3.6,n3)",0.0341235070965645
1026,Lateral infarct - age undetermined,33.3,0.15,0.0045,20.0,"Lateral infarct - age undetermined(lift 33.3,n3) | Anteroseptal infarct - age undetermined(lift 16.0,n3) | Possible anteroseptal infarct - age undetermined(lift 11.4,n4)",0.0442480641471935
1027,All 12 leads are missing,1581.99,0.35,0.0002,8.0,"All 12 leads are missing(lift 1582.0,n7)",0.1078702806752204
1028,Probable supraventricular tachycardia,526.34,0.25,0.0005,20.0,"Probable supraventricular tachycardia(lift 526.3,n5) | Probable supraventricular tachycardia.(lift 310.9,n3) | Atrial fibrillation with uncontrolled ventricular response(lift 189.3,n3)",0.4082321398438818
1029,NO_SPECIFIC_DX,0.0,0.0,0.0,3.0,,0.0003749835944677
1030,Afib/flutter and ventricular-paced rhythm,680.88,0.2,0.0003,20.0,"Afib/flutter and ventricular-paced rhythm(lift 680.9,n4) | Atrial-sensed ventricular-paced rhythm(lift 317.5,n4) | Ventricular-paced rhythm(lift 263.2,n3)",0.3812333210422044
1031,Sinus tachycardia,15.24,0.8,0.0525,20.0,"Sinus tachycardia(lift 15.2,n16) | Sinus tachycardia.(lift 8.6,n3) | Poor R wave progression - probable normal variant(lift 3.2,n3)",4.553175798558813
1032,Left anterior fascicular block,31.7,0.5,0.0158,20.0,"Left anterior fascicular block(lift 31.7,n10) | Sinus tachycardia.(lift 8.6,n3) | Lateral ST-T changes may be due to myocardial ischemia(lift 8.2,n3)",0.7247182935746561
1033,NO_RECORDS,0.0,0.0,0.0,,,0.0
1034,Right axis deviation,19.47,0.15,0.0077,20.0,"Right axis deviation(lift 19.5,n3) | Sinus rhythm with 1st degree A-V block(lift 13.9,n4) | Right bundle branch block(lift 11.9,n10)",3.358478066584587
1035,*** CONSIDER ACUTE ST ELEVATION MI ***,22.93,0.25,0.0109,15.0,"*** CONSIDER ACUTE ST ELEVATION MI ***(lift 22.9,n5) | Left bundle branch block(lift 8.6,n5)",3.966451467748286
1036,Anterolateral ST-T changes may be due to myocardial ischemia,46.74,0.2,0.0043,20.0,"Anterolateral ST-T changes may be due to myocardial ischemia(lift 46.7,n4) | Sinus rhythm with 1st degree A-V block(lift 24.4,n7) | Lateral ST-T changes are probably due to ventricular hypertrophy(lift 19.8,n3)",4.405432262338523
1037,NO_SPECIFIC_DX,0.0,0.0,0.0,2.0,,0.0002499890629784
1038,Possible ectopic atrial bradycardia,65.94,0.15,0.0023,19.0,"Possible ectopic atrial bradycardia(lift 65.9,n3) | Possible ectopic atrial rhythm(lift 58.1,n7) | Atrial pacing(lift 32.0,n3)",5.609504584174442
1039,Sinus tachycardia.,20.17,0.35,0.0173,20.0,"Sinus tachycardia.(lift 20.2,n7) | Sinus tachycardia(lift 10.5,n11)",1.0977019755385702
1040,Indeterminate axis,28.4,0.2,0.007,20.0,"Indeterminate axis(lift 28.4,n4) | Sinus tachycardia.(lift 20.2,n7) | Possible anterior infarct - age undetermined(lift 7.0,n6)",0.0879961501684301
1041,Low QRS voltages in limb leads,20.33,0.5,0.0246,20.0,"Low QRS voltages in limb leads(lift 20.3,n10) | Atrial fibrillation with rapid ventricular response(lift 13.1,n3) | Atrial fibrillation(lift 6.1,n5)",5.803746086108733
1042,Right ventricular hypertrophy,108.26,0.5,0.0046,20.0,"Right ventricular hypertrophy(lift 108.3,n10) | Prolonged QT interval(lift 4.3,n4) | Sinus bradycardia(lift 4.0,n6)",7.061066078359072
1043,"Poor quality data, interpretation may be affected",3636.52,0.15,0.0,19.0,"Poor quality data, interpretation may be affected(lift 3636.5,n3) | Prolonged QT interval(lift 4.3,n4) | Sinus bradycardia(lift 2.7,n4)",0.0717468610748279
1044,NO_SPECIFIC_DX,0.0,0.0,0.0,8.0,,0.0011249507834032
1045,Low QRS voltages in precordial leads,4.42,0.222,0.0503,15.0,"Low QRS voltages in precordial leads(lift 4.4,n4)",0.0022499015668064
1046,Right bundle branch block,22.68,0.95,0.0419,20.0,"Right bundle branch block(lift 22.7,n19)",1.955164461554807
1047,Extensive ST elevation suggests pericarditis,131.01,0.15,0.0011,17.0,"Extensive ST elevation suggests pericarditis(lift 131.0,n3) | Extensive ST elevation - consider pericarditis(lift 126.9,n3) | rSr'(V1) - probable normal variant(lift 9.3,n4)",6.7573293668402
1048,NO_RECORDS,0.0,0.0,0.0,,,0.0
1049,Sinus tachycardia.,20.96,0.364,0.0173,11.0,"Sinus tachycardia.(lift 21.0,n4) | Sinus tachycardia(lift 8.7,n5)",0.0013749398463817
1050,Sinus rhythm with frequent PVCs,95.32,0.15,0.0016,20.0,"Sinus rhythm with frequent PVCs(lift 95.3,n3) | Inferior/lateral ST-T changes are nonspecific(lift 8.7,n3) | Possible anterior infarct - age undetermined(lift 4.7,n4)",1.967663914703732
1051,Atrial flutter with uncontrolled ventricular response with 2:1 A-V block.,1983.56,0.3,0.0002,20.0,"Atrial flutter with uncontrolled ventricular response with 2:1 A-V block.(lift 1983.6,n6) | Probable supraventricular tachycardia.(lift 518.2,n5) | Extensive ST-T changes are probably due to ventricular hypertrophy(lift 53.4,n4)",0.010124557050629
1052,Anterior T wave changes are nonspecific,7.13,0.15,0.021,11.0,"Anterior T wave changes are nonspecific(lift 7.1,n3)",0.0092495953302043
1053,Generalized low QRS voltages,26.18,0.2,0.0076,20.0,"Generalized low QRS voltages(lift 26.2,n4) | Sinus rhythm with 1st degree A-V block(lift 10.4,n3) | Possible septal infarct - age undetermined(lift 10.1,n3)",10.450292799690011
1054,NO_SPECIFIC_DX,0.0,0.0,0.0,3.0,,0.0004999781259569
1055,Junctional tachycardia,1627.98,0.35,0.0002,20.0,"Junctional tachycardia(lift 1628.0,n7) | ST depression, probably rate related(lift 710.1,n3) | Atrial fibrillation with rapid ventricular response(lift 17.5,n4)",1.5106839075790437
1056,NO_SPECIFIC_DX,0.0,0.0,0.0,1.0,,0.0001249945314892
1057,Incomplete RBBB,33.3,0.25,0.0075,20.0,"Incomplete RBBB(lift 33.3,n5) | Right bundle branch block(lift 16.7,n14)",1.8215453073928016
1058,Sinus bradycardia.,10.16,0.15,0.0148,20.0,"Sinus bradycardia.(lift 10.2,n3) | Sinus bradycardia(lift 4.7,n7) | Prolonged QT interval(lift 4.3,n4)",0.1504934159130538
